Name,Country,Confederation,Position,Attack,Passing,P,Goals,Assists,WC_P,WC_Goals,WC_Assists
Said Aweys Ali,Somalia,CAF,GK,0,0,0,0,0,0,0,0
Mohamud Ali Mohamed,Somalia,CAF,DEF,1,2,0,0,0,0,0,0
Ahmed Said Ahmed,Somalia,CAF,DEF,2,2,0,0,0,0,0,0
Omar Sharif Kale,Somalia,CAF,DEF,3,5,0,0,0,0,0,0
Guled Abdiriziak,Somalia,CAF,DEF,4,5,0,0,0,0,0,0
Abd-El-Aziz Yousef,Somalia,CAF,MID,5,4,0,0,0,0,0,0
Abdulsamed Abdullahi,Somalia,CAF,MID,6,4,0,0,0,0,0,0
Abdulkadir Said Ahmed,Somalia,CAF,MID,7,10,0,0,0,0,0,0
Said Ali Hussein,Somalia,CAF,MID,8,10,0,0,0,0,0,0
Hussein Mohamed,Somalia,CAF,ATK,9,8,0,0,0,0,0,0
Hassan Abdinur Gesey,Somalia,CAF,ATK,10,8,0,0,0,0,0,0
Gino Melanie,Seychelles,CAF,GK,0,0,0,0,0,0,0,0
Travis Quatre,Seychelles,CAF,DEF,1,2,0,0,0,0,0,0
Michel Souris,Seychelles,CAF,DEF,2,2,0,0,0,0,0,0
Albert Rose,Seychelles,CAF,DEF,3,5,0,0,0,0,0,0
Juninho Mathiot,Seychelles,CAF,DEF,4,5,0,0,0,0,0,0
Senky Vidot,Seychelles,CAF,MID,5,4,0,0,0,0,0,0
Leroy Chetty,Seychelles,CAF,MID,6,4,0,0,0,0,0,0
Lucas Panayi,Seychelles,CAF,MID,7,10,0,0,0,0,0,0
Dean Mothe,Seychelles,CAF,MID,8,10,0,0,0,0,0,0
Hubert Jean,Seychelles,CAF,ATK,9,8,0,0,0,0,0,0
Gervais Waye-Hive,Seychelles,CAF,ATK,10,8,0,0,0,0,0,0
Kibrom Solomun,Eritrea,CAF,GK,0,0,0,0,0,0,0,0
Robel Tekle Michael,Eritrea,CAF,DEF,1,2,0,0,0,0,0,0
Herman Fessehaye,Eritrea,CAF,DEF,2,2,0,0,0,0,0,0
Ablelom Teklsezgi,Eritrea,CAF,DEF,3,5,0,0,0,0,0,0
Eyob Girmay,Eritrea,CAF,DEF,4,5,0,0,0,0,0,0
Abel Okray,Eritrea,CAF,MID,5,4,0,0,0,0,0,0
Yons Solomon,Eritrea,CAF,MID,6,4,0,0,0,0,0,0
Samiyuma Alexander,Eritrea,CAF,MID,7,10,0,0,0,0,0,0
Senai Hagos,Eritrea,CAF,MID,8,10,0,0,0,0,0,0
Henok Goitom,Eritrea,CAF,ATK,9,0,0,0,0,0,0,0
Ali Sulieman,Eritrea,CAF,ATK,10,0,0,0,0,0,0,0
Guillermo Ochoa,Mexico,CONCACAF,GK,0,0,0,0,0,0,0,0
Jesus Gallardo,Mexico,CONCACAF,DEF,1,2,0,0,0,0,0,0
Hector Moreno,Mexico,CONCACAF,DEF,1,2,0,0,0,0,0,0
Nestor Araujo,Mexico,CONCACAF,DEF,2,5,0,0,0,0,0,0
Miguel Layun,Mexico,CONCACAF,DEF,2,5,0,0,0,0,0,0
Hector Herrera,Mexico,CONCACAF,MID,4,4,0,0,0,0,0,0
Jonathan Dos Santos,Mexico,CONCACAF,MID,4,4,0,0,0,0,0,0
Edson Alvarez,Mexico,CONCACAF,MID,4,10,0,0,0,0,0,0
Andres Guardado,Mexico,CONCACAF,MID,6,10,0,0,0,0,0,0
Raul Jimenez,Mexico,CONCACAF,ATK,10,8,0,0,0,0,0,0
Hirving Lozano,Mexico,CONCACAF,ATK,10,8,0,0,0,0,0,0
Zack Steffen,USA,CONCACAF,GK,0,0,0,0,0,0,0,0
Matt Miazga,USA,CONCACAF,DEF,1,2,0,0,0,0,0,0
Tim Ream,USA,CONCACAF,DEF,1,2,0,0,0,0,0,0
Aaron Long,USA,CONCACAF,DEF,2,5,0,0,0,0,0,0
John Brooks,USA,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kellyn Acosta,USA,CONCACAF,MID,4,4,0,0,0,0,0,0
Tyler Adams,USA,CONCACAF,MID,4,4,0,0,0,0,0,0
Weston McKennie,USA,CONCACAF,MID,6,10,0,0,0,0,0,0
Giovanni Reyna,USA,CONCACAF,ATK,6,10,0,0,0,0,0,0
Christian Pulisic,USA,CONCACAF,ATK,10,8,0,0,0,0,0,0
Jozy Altidore,USA,CONCACAF,ATK,10,8,0,0,0,0,0,0
Dwayne Miller,Jamaica,CONCACAF,GK,0,0,0,0,0,0,0,0
Michael Hector,Jamaica,CONCACAF,DEF,1,2,0,0,0,0,0,0
Adrian Mariappa,Jamaica,CONCACAF,DEF,1,2,0,0,0,0,0,0
Alvas Powell,Jamaica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kemar Lawrence,Jamaica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kevon Lambert,Jamaica,CONCACAF,MID,4,4,0,0,0,0,0,0
Fabian McCarthy,Jamaica,CONCACAF,MID,4,4,0,0,0,0,0,0
Ricardo Morris (Jam),Jamaica,CONCACAF,MID,6,10,0,0,0,0,0,0
Peter-Lee Vassell,Jamaica,CONCACAF,MID,6,10,0,0,0,0,0,0
Shamar Nicholson,Jamaica,CONCACAF,ATK,10,8,0,0,0,0,0,0
Chavany Willis,Jamaica,CONCACAF,ATK,10,8,0,0,0,0,0,0
Keylor Navas,Costa Rica,CONCACAF,GK,0,0,0,0,0,0,0,0
Giancarlo Gonzalez,Costa Rica,CONCACAF,DEF,1,2,0,0,0,0,0,0
Oscar Duarte,Costa Rica,CONCACAF,DEF,1,2,0,0,0,0,0,0
Francisco Calvo,Costa Rica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kendall Watson,Costa Rica,CONCACAF,DEF,2,5,0,0,0,0,0,0
Yeltsin Tejeda,Costa Rica,CONCACAF,MID,4,4,0,0,0,0,0,0
David Guzman,Costa Rica,CONCACAF,MID,4,4,0,0,0,0,0,0
Celso Borges,Costa Rica,CONCACAF,MID,6,10,0,0,0,0,0,0
Johan Venegas,Costa Rica,CONCACAF,MID,6,10,0,0,0,0,0,0
Bryan Ruiz,Costa Rica,CONCACAF,MID,10,8,0,0,0,0,0,0
Joel Campbell,Costa Rica,CONCACAF,ATK,10,8,0,0,0,0,0,0
Lui Lopez,Honduras,CONCACAF,GK,0,0,0,0,0,0,0,0
Marcelo Periera,Honduras,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ever Alvarado,Honduras,CONCACAF,DEF,1,2,0,0,0,0,0,0
Emilio Izaguirre,Honduras,CONCACAF,DEF,2,5,0,0,0,0,0,0
Maynor Figueroa,Honduras,CONCACAF,DEF,4,5,0,0,0,0,0,0
Boniek Garcia,Honduras,CONCACAF,MID,4,4,0,0,0,0,0,0
Alexander Lopez,Honduras,CONCACAF,MID,4,4,0,0,0,0,0,0
Jorge Alvarez,Honduras,CONCACAF,MID,6,10,0,0,0,0,0,0
Rubilio Castillo,Honduras,CONCACAF,ATK,6,10,0,0,0,0,0,0
Anthony Lozano,Honduras,CONCACAF,ATK,10,8,0,0,0,0,0,0
Albert Elis,Honduras,CONCACAF,ATK,10,8,0,0,0,0,0,0
Henry Hernandez,El Salvador,CONCACAF,GK,0,0,0,0,0,0,0,0
Juan Barahona,El Salvador,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ivan Marcia,El Salvador,CONCACAF,DEF,1,2,0,0,0,0,0,0
Alexander Mendoza,El Salvador,CONCACAF,DEF,2,5,0,0,0,0,0,0
Roberto Dominguez,El Salvador,CONCACAF,DEF,2,5,0,0,0,0,0,0
Bryan Tamacas,El Salvador,CONCACAF,DEF,4,4,0,0,0,0,0,0
Narciso Orellana,El Salvador,CONCACAF,MID,4,4,0,0,0,0,0,0
Darwin Ceren,El Salvador,CONCACAF,MID,6,10,0,0,0,0,0,0
Denis Pineda,El Salvador,CONCACAF,MID,6,10,0,0,0,0,0,0
Andres Flores,El Salvador,CONCACAF,MID,10,8,0,0,0,0,0,0
Joaquin Rivas,El Salvador,CONCACAF,ATK,10,8,0,0,0,0,0,0
Maxime Crepeau,Canada,CONCACAF,GK,0,0,0,0,0,0,0,0
Richie Laryea,Canada,CONCACAF,DEF,1,2,0,0,0,0,0,0
Derek Cornelius,Canada,CONCACAF,DEF,1,2,0,0,0,0,0,0
Sam Adekugbe,Canada,CONCACAF,DEF,2,5,0,0,0,0,0,0
Alphonso Davies,Canada,CONCACAF,DEF,6,5,0,0,0,0,0,0
Samuel Piette,Canada,CONCACAF,MID,4,4,0,0,0,0,0,0
Mark-Anthony Kaye,Canada,CONCACAF,MID,4,4,0,0,0,0,0,0
Jonathan Osorio,Canada,CONCACAF,MID,6,10,0,0,0,0,0,0
Tesho Akindele,Canada,CONCACAF,MID,6,10,0,0,0,0,0,0
Lucas Cavalini,Canada,CONCACAF,ATK,10,8,0,0,0,0,0,0
Jayden Nelson,Canada,CONCACAF,ATK,10,8,0,0,0,0,0,0
Eloy Room,Curacao,CONCACAF,GK,0,0,0,0,0,0,0,0
Jurien Gaari,Curacao,CONCACAF,DEF,1,2,0,0,0,0,0,0
Daryl Lachman,Curacao,CONCACAF,DEF,1,2,0,0,0,0,0,0
Shanon Carmelia,Curacao,CONCACAF,DEF,2,5,0,0,0,0,0,0
Cuco Martina,Curacao,CONCACAF,DEF,2,5,0,0,0,0,0,0
Jeremy de Nooijer,Curacao,CONCACAF,MID,4,4,0,0,0,0,0,0
Roly Nonevacia,Curacao,CONCACAF,MID,4,4,0,0,0,0,0,0
Leandro Bacuna,Curacao,CONCACAF,MID,6,10,0,0,0,0,0,0
Gevaro Nepomuceno,Curacao,CONCACAF,ATK,10,10,0,0,0,0,0,0
Elson Hooi,Curacao,CONCACAF,ATK,10,8,0,0,0,0,0,0
Rangelo Janga,Curacao,CONCACAF,ATK,10,8,0,0,0,0,0,0
Luis Mejia,Panama,CONCACAF,GK,0,0,0,0,0,0,0,0
Harold Cummings,Panama,CONCACAF,DEF,1,2,0,0,0,0,0,0
Eric Davis,Panama,CONCACAF,DEF,1,2,0,0,0,0,0,0
Fidel Escobar,Panama,CONCACAF,DEF,2,5,0,0,0,0,0,0
Michael Murillo,Panama,CONCACAF,DEF,2,5,0,0,0,0,0,0
Alberto Quintero,Panama,CONCACAF,MID,4,4,0,0,0,0,0,0
Armando Cooper,Panama,CONCACAF,MID,4,4,0,0,0,0,0,0
Anibal Godoy,Panama,CONCACAF,MID,3,10,0,0,0,0,0,0
Abdiel Ayarza,Panama,CONCACAF,MID,6,10,0,0,0,0,0,0
Gabriel Torres,Panama,CONCACAF,ATK,10,8,0,0,0,0,0,0
Edwin Aguilar,Panama,CONCACAF,ATK,10,8,0,0,0,0,0,0
Johny Placide,Haiti,CONCACAF,GK,0,0,0,0,0,0,0,0
Alex Junior Christian,Haiti,CONCACAF,DEF,1,2,0,0,0,0,0,0
Ricardo Ade,Haiti,CONCACAF,DEF,1,2,0,0,0,0,0,0
Andrew Jean-Baptiste,Haiti,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carlens Arcus,Haiti,CONCACAF,DEF,2,5,0,0,0,0,0,0
Bryan Alceus,Haiti,CONCACAF,MID,4,4,0,0,0,0,0,0
Soni Mustivar,Haiti,CONCACAF,MID,4,4,0,0,0,0,0,0
Duckens Nazon,Haiti,CONCACAF,MID,6,10,0,0,0,0,0,0
Stephan Lambese,Haiti,CONCACAF,MID,6,10,0,0,0,0,0,0
Derrick Etienne,Haiti,CONCACAF,ATK,10,8,0,0,0,0,0,0
Frantzdy Pierrot,Haiti,CONCACAF,ATK,10,8,0,0,0,0,0,0
Marvin Phillip,Trinidad and Tobago,CONCACAF,GK,0,0,0,0,0,0,0,0
Neveal Hackshaw,Trinidad and Tobago,CONCACAF,DEF,1,2,0,0,0,0,0,0
Josiah Trimmingham,Trinidad and Tobago,CONCACAF,DEF,1,2,0,0,0,0,0,0
Jamal Jack,Trinidad and Tobago,CONCACAF,DEF,2,5,0,0,0,0,0,0
Alvin Jones,Trinidad and Tobago,CONCACAF,DEF,2,5,0,0,0,0,0,0
Dre Fortune,Trinidad and Tobago,CONCACAF,MID,4,4,0,0,0,0,0,0
Michel Poon-Angeron,Trinidad and Tobago,CONCACAF,MID,4,4,0,0,0,0,0,0
Matthew Woo Ling,Trinidad and Tobago,CONCACAF,MID,6,10,0,0,0,0,0,0
Hashim Arica,Trinidad and Tobago,CONCACAF,MID,6,10,0,0,0,0,0,0
Ryan Teffer,Trinidad and Tobago,CONCACAF,ATK,10,8,0,0,0,0,0,0
Gary Griffith III,Trinidad and Tobago,CONCACAF,ATK,10,8,0,0,0,0,0,0
Molvin James,Antigua and Barbuda,CONCACAF,GK,0,0,0,0,0,0,0,0
Kendukar Challenger,Antigua and Barbuda,CONCACAF,DEF,1,2,0,0,0,0,0,0
Shavorn Philip,Antigua and Barbuda,CONCACAF,DEF,1,2,0,0,0,0,0,0
Daniel Bowry,Antigua and Barbuda,CONCACAF,DEF,2,5,0,0,0,0,0,0
Mervyn Hazelwood,Antigua and Barbuda,CONCACAF,DEF,2,5,0,0,0,0,0,0
D'Andre Bishop,Antigua and Barbuda,CONCACAF,MID,4,4,0,0,0,0,0,0
Novelle Francis,Antigua and Barbuda,CONCACAF,MID,4,4,0,0,0,0,0,0
Tevaughn Harriette,Antigua and Barbuda,CONCACAF,MID,6,10,0,0,0,0,0,0
Quinton Griffith,Antigua and Barbuda,CONCACAF,MID,6,10,0,0,0,0,0,0
Javorn Stevens,Antigua and Barbuda,CONCACAF,ATK,10,8,0,0,0,0,0,0
Junior Benjamin,Antigua and Barbuda,CONCACAF,ATK,10,8,0,0,0,0,0,0
Nicholas Hagen,Guatemala,CONCACAF,GK,0,0,0,0,0,0,0,0
Gerado Arias,Guatemala,CONCACAF,DEF,1,2,0,0,0,0,0,0
Moises Hernandez,Guatemala,CONCACAF,DEF,1,2,0,0,0,0,0,0
Wilson Pineda,Guatemala,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carlos Gallardo,Guatemala,CONCACAF,DEF,2,5,0,0,0,0,0,0
Jorge Aparicio,Guatemala,CONCACAF,MID,4,4,0,0,0,0,0,0
Rodrigo Savaria,Guatemala,CONCACAF,MID,4,4,0,0,0,0,0,0
Alejandro Galindo,Guatemala,CONCACAF,MID,6,10,0,0,0,0,0,0
Marvin Ceballos,Guatemala,CONCACAF,MID,6,10,0,0,0,0,0,0
Jairo Areola,Guatemala,CONCACAF,ATK,10,8,0,0,0,0,0,0
Darwin Lom,Guatemala,CONCACAF,ATK,10,8,0,0,0,0,0,0
Julani Archibald,St. Kitts and Nevis,CONCACAF,GK,0,0,0,0,0,0,0,0
Thrizen Leader,St. Kitts and Nevis,CONCACAF,DEF,1,2,0,0,0,0,0,0
Gerard Williams,St. Kitts and Nevis,CONCACAF,DEF,1,2,0,0,0,0,0,0
Atiba Harris,St. Kitts and Nevis,CONCACAF,DEF,4,5,0,0,0,0,0,0
Justin Springer,St. Kitts and Nevis,CONCACAF,DEF,2,5,0,0,0,0,0,0
Raheem Somersall,St. Kitts and Nevis,CONCACAF,MID,4,4,0,0,0,0,0,0
Yohannes Mitchum,St. Kitts and Nevis,CONCACAF,MID,4,4,0,0,0,0,0,0
Theo Warton,St. Kitts and Nevis,CONCACAF,MID,6,10,0,0,0,0,0,0
G'Vaunne Amory,St. Kitts and Nevis,CONCACAF,MID,6,10,0,0,0,0,0,0
Rowan Liburd,St. Kitts and Nevis,CONCACAF,ATK,10,8,0,0,0,0,0,0
Tishan Hanley,St. Kitts and Nevis,CONCACAF,ATK,10,8,0,0,0,0,0,0
Orbendo Huiswold,Suriname,CONCACAF,GK,0,0,0,0,0,0,0,0
Miquel Darson,Suriname,CONCACAF,DEF,1,2,0,0,0,0,0,0
Albert Nibte,Suriname,CONCACAF,DEF,1,2,0,0,0,0,0,0
Anduelo Amoeferie,Suriname,CONCACAF,DEF,2,5,0,0,0,0,0,0
Sersinho Eduards,Suriname,CONCACAF,DEF,2,5,0,0,0,0,0,0
Abraham Graves,Suriname,CONCACAF,MID,4,4,0,0,0,0,0,0
Roscello Vlijter,Suriname,CONCACAF,MID,4,4,0,0,0,0,0,0
Ivenzo Cornelius,Suriname,CONCACAF,MID,10,10,0,0,0,0,0,0
Roxey Fer,Suriname,CONCACAF,MID,6,10,0,0,0,0,0,0
Gleofilo Vlijter,Suriname,CONCACAF,ATK,15,8,0,0,0,0,0,0
Dimitrie Apai,Suriname,CONCACAF,ATK,10,8,0,0,0,0,0,0
Denis Espinoza,Nicaragua,CONCACAF,GK,1,0,0,0,0,0,0,0
Erick Telles,Nicaragua,CONCACAF,DEF,1,2,0,0,0,0,0,0
Cristian Gutierrez,Nicaragua,CONCACAF,DEF,1,2,0,0,0,0,0,0
Manuel Rosas,Nicaragua,CONCACAF,DEF,2,5,0,0,0,0,0,0
Josue Quiano,Nicaragua,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kevin Serapio,Nicaragua,CONCACAF,MID,4,4,0,0,0,0,0,0
Marlon Lopez,Nicaragua,CONCACAF,MID,4,4,0,0,0,0,0,0
Brandon Ayerdis,Nicaragua,CONCACAF,MID,6,10,0,0,0,0,0,0
Luis Galeno,Nicaragua,CONCACAF,MID,6,10,0,0,0,0,0,0
Juan Barrera,Nicaragua,CONCACAF,ATK,10,8,0,0,0,0,0,0
Carlos Chavarria,Nicaragua,CONCACAF,ATK,10,8,0,0,0,0,0,0
Miguel Lloyd,Dominican Republic,CONCACAF,GK,0,0,0,0,0,0,0,0
Ernesto Trinidad,Dominican Republic,CONCACAF,DEF,1,2,0,0,0,0,0,0
Edarlyn Reyes,Dominican Republic,CONCACAF,DEF,1,2,0,0,0,0,0,0
Carlos Julio Martinez,Dominican Republic,CONCACAF,DEF,2,5,0,0,0,0,0,0
Ismael Diaz,Dominican Republic,CONCACAF,DEF,2,5,0,0,0,0,0,0
Gerard Lavergne,Dominican Republic,CONCACAF,MID,4,4,0,0,0,0,0,0
Wilman Modesta,Dominican Republic,CONCACAF,MID,4,4,0,0,0,0,0,0
Carlos Heredia,Dominican Republic,CONCACAF,MID,6,10,0,0,0,0,0,0
Ronaldo Vasquez,Dominican Republic,CONCACAF,MID,6,10,0,0,0,0,0,0
Domingo Peralta,Dominican Republic,CONCACAF,ATK,10,8,0,0,0,0,0,0
Mariano,Dominican Republic,CONCACAF,ATK,10,8,0,0,0,0,0,0
Jason Belfon,Grenada,CONCACAF,GK,0,0,0,0,0,0,0,0
Aaron Pierre,Grenada,CONCACAF,DEF,1,2,0,0,0,0,0,0
Irvine Smith,Grenada,CONCACAF,DEF,1,2,0,0,0,0,0,0
A.J. Paterson,Grenada,CONCACAF,DEF,5,5,0,0,0,0,0,0
Kimron Marshall,Grenada,CONCACAF,DEF,2,5,0,0,0,0,0,0
Kwazim Theodore,Grenada,CONCACAF,MID,4,4,0,0,0,0,0,0
Steffon Abraham,Grenada,CONCACAF,MID,4,4,0,0,0,0,0,0
Shavon John-Brown,Grenada,CONCACAF,MID,6,10,0,0,0,0,0,0
Leon Braveboy,Grenada,CONCACAF,MID,4,10,0,0,0,0,0,0
Jamal Charles,Grenada,CONCACAF,ATK,10,8,0,0,0,0,0,0
Saydrel Lewis,Grenada,CONCACAF,ATK,10,8,0,0,0,0,0,0
Kishmar Primus,Barbados,CONCACAF,GK,0,0,0,0,0,0,0,0
Ricardo Morris (Bar),Barbados,CONCACAF,DEF,1,2,0,0,0,0,0,0
Rashad Smith,Barbados,CONCACAF,DEF,1,2,0,0,0,0,0,0
Zico Phillips,Barbados,CONCACAF,DEF,2,5,0,0,0,0,0,0
Carl Hinkson,Barbados,CONCACAF,DEF,2,5,0,0,0,0,0,0
Mario Williams,Barbados,CONCACAF,MID,4,4,0,0,0,0,0,0
Rashad Jules,Barbados,CONCACAF,MID,4,4,0,0,0,0,0,0
Hadan Holligan,Barbados,CONCACAF,MID,6,10,0,0,0,0,0,0
Hallam Hope,Barbados,CONCACAF,ATK,10,10,0,0,0,0,0,0
Jonathan Forte,Barbados,CONCACAF,ATK,10,8,0,0,0,0,0,0
Armando Lashley,Barbados,CONCACAF,ATK,10,8,0,0,0,0,0,0
Akel Clarke,Guyana,CONCACAF,GK,0,0,0,0,0,0,0,0
Sam Cox,Guyana,CONCACAF,DEF,1,2,0,0,0,0,0,0
Liam Gordon,Guyana,CONCACAF,DEF,1,2,0,0,0,0,0,0
Kevin Layne,Guyana,CONCACAF,DEF,2,5,0,0,0,0,0,0
Matthew Briggs,Guyana,CONCACAF,DEF,2,5,0,0,0,0,0,0
Daniel Wilson,Guyana,CONCACAF,MID,4,4,0,0,0,0,0,0
Clive Nobrega,Guyana,CONCACAF,MID,6,4,0,0,0,0,0,0
Neil Danns,Guyana,CONCACAF,MID,10,10,0,0,0,0,0,0
Pernell Schultz,Guyana,CONCACAF,MID,6,10,0,0,0,0,0,0
Sheldon Holder,Guyana,CONCACAF,ATK,10,8,0,0,0,0,0,0
Keanu Marsh-Brown,Guyana,CONCACAF,ATK,10,8,0,0,0,0,0,0
Dwayne Sandy,St. Vincent and the Grenadines,CONCACAF,GK,0,0,0,0,0,0,0,0
Reginald Richardson,St. Vincent and the Grenadines,CONCACAF,DEF,1,2,0,0,0,0,0,0
Kevin Francis,St. Vincent and the Grenadines,CONCACAF,DEF,1,2,0,0,0,0,0,0
Jahvin Sutherland,St. Vincent and the Grenadines,CONCACAF,DEF,2,5,0,0,0,0,0,0
Akeem Williams,St. Vincent and the Grenadines,CONCACAF,DEF,2,5,0,0,0,0,0,0
Dorren Hamlet,St. Vincent and the Grenadines,CONCACAF,MID,4,4,0,0,0,0,0,0
Diel Spring,St. Vincent and the Grenadines,CONCACAF,MID,4,4,0,0,0,0,0,0
Nazir McBurnette,St. Vincent and the Grenadines,CONCACAF,MID,6,10,0,0,0,0,0,0
Azinho Solomon,St. Vincent and the Grenadines,CONCACAF,MID,6,10,0,0,0,0,0,0
Cornelius Stewart,St. Vincent and the Grenadines,CONCACAF,ATK,10,8,0,0,0,0,0,0
Oalex Anderson,St. Vincent and the Grenadines,CONCACAF,ATK,10,8,0,0,0,0,0,0
Dale Eve,Bermuda,CONCACAF,GK,0,0,0,0,0,0,0,0
Jaylon Bather,Bermuda,CONCACAF,DEF,1,2,0,0,0,0,0,0
Donte Brangman,Bermuda,CONCACAF,DEF,1,2,0,0,0,0,0,0
Dante Leverock,Bermuda,CONCACAF,DEF,2,5,0,0,0,0,0,0
Calon Minors,Bermuda,CONCACAF,DEF,2,5,0,0,0,0,0,0
Osagi Bascome,Bermuda,CONCACAF,MID,4,4,0,0,0,0,0,0
Willie Clemons,Bermuda,CONCACAF,MID,4,4,0,0,0,0,0,0
Reggie Lambe,Bermuda,CONCACAF,MID,6,10,0,0,0,0,0,0
Zeiko Lewis,Bermuda,CONCACAF,MID,6,10,0,0,0,0,0,0
Tre' Ming,Bermuda,CONCACAF,MID,4,8,0,0,0,0,0,0
Nakhi Wells,Bermuda,CONCACAF,ATK,15,8,0,0,0,0,0,0
Woodrow West,Belize,CONCACAF,GK,0,0,0,0,0,0,0,0
Evral Trapp,Belize,CONCACAF,DEF,1,2,0,0,0,0,0,0
Tyrone Pandy,Belize,CONCACAF,DEF,1,2,0,0,0,0,0,0
Elroy Smith,Belize,CONCACAF,DEF,2,5,0,0,0,0,0,0
Ian Gaynair,Belize,CONCACAF,DEF,2,5,0,0,0,0,0,0
Andres Makin,Belize,CONCACAF,MID,4,4,0,0,0,0,0,0
Daniel Jimenez,Belize,CONCACAF,MID,4,4,0,0,0,0,0,0
Krisean Lopez,Belize,CONCACAF,MID,6,10,0,0,0,0,0,0
Ean Lewis,Belize,CONCACAF,MID,6,10,0,0,0,0,0,0
Deon McCaulay,Belize,CONCACAF,ATK,15,8,0,0,0,0,0,0
Michael Salazar,Belize,CONCACAF,ATK,10,8,0,0,0,0,0,0
Vino Barclett,St. Lucia,CONCACAF,GK,0,0,0,0,0,0,0,0
Melvin Doxilly,St. Lucia,CONCACAF,DEF,1,2,0,0,0,0,0,0
Otev Lawrence,St. Lucia,CONCACAF,DEF,1,2,0,0,0,0,0,0
Eden Charles,St. Lucia,CONCACAF,DEF,4,5,0,0,0,0,0,0
Kurt Frederick,St. Lucia,CONCACAF,DEF,4,5,0,0,0,0,0,0
Gregson President,St. Lucia,CONCACAF,MID,4,4,0,0,0,0,0,0
Zaine Pierre,St. Lucia,CONCACAF,MID,4,4,0,0,0,0,0,0
Malik St. Prix,St. Lucia,CONCACAF,MID,6,10,0,0,0,0,0,0
Pernal Williams,St. Lucia,CONCACAF,MID,6,10,0,0,0,0,0,0
Aaron Richards,St. Lucia,CONCACAF,ATK,10,8,0,0,0,0,0,0
Jevick MacFarlane,St. Lucia,CONCACAF,ATK,10,8,0,0,0,0,0,0
Cody Laurendi,Puerto Rico,CONCACAF,GK,0,0,0,0,0,0,0,0
Callum Stretch,Puerto Rico,CONCACAF,DEF,1,2,0,0,0,0,0,0
Giovanni Padron,Puerto Rico,CONCACAF,DEF,1,2,0,0,0,0,0,0
Giovanni Calderon,Puerto Rico,CONCACAF,DEF,2,5,0,0,0,0,0,0
Rodolfo Sulia,Puerto Rico,CONCACAF,DEF,2,5,0,0,0,0,0,0
Brandon Servania,Puerto Rico,CONCACAF,MID,4,4,0,0,0,0,0,0
Darren Rios,Puerto Rico,CONCACAF,MID,4,4,0,0,0,0,0,0
Juan O'Neill,Puerto Rico,CONCACAF,MID,6,10,0,0,0,0,0,0
Devin Vega,Puerto Rico,CONCACAF,MID,6,10,0,0,0,0,0,0
Sidney Rivera,Puerto Rico,CONCACAF,ATK,10,8,0,0,0,0,0,0
Alec Diaz,Puerto Rico,CONCACAF,ATK,10,8,0,0,0,0,0,0
Sandy Sanchez,Cuba,CONCACAF,GK,1,0,0,0,0,0,0,0
Yosel Piedra,Cuba,CONCACAF,DEF,1,2,0,0,0,0,0,0
Erick Rizo,Cuba,CONCACAF,DEF,1,2,0,0,0,0,0,0
Yasmany Lopez,Cuba,CONCACAF,DEF,2,5,0,0,0,0,0,0
Leonis Martinez,Cuba,CONCACAF,DEF,2,5,0,0,0,0,0,0
Daniel Luis Saez,Cuba,CONCACAF,MID,4,4,0,0,0,0,0,0
Aricheel Hernandez,Cuba,CONCACAF,MID,4,4,0,0,0,0,0,0
Andy Baquero,Cuba,CONCACAF,MID,6,10,0,0,0,0,0,0
Yordan Santa Cruz,Cuba,CONCACAF,MID,6,10,0,0,0,0,0,0
Maikel Reyes,Cuba,CONCACAF,ATK,10,8,0,0,0,0,0,0
Luis Paradela,Cuba,CONCACAF,ATK,10,8,0,0,0,0,0,0
Corrin Brooks-Meade,Montserrat,CONCACAF,GK,0,0,0,0,0,0,0,0
Michael Wiliams,Montserrat,CONCACAF,DEF,1,2,0,0,0,0,0,0
Craig Braham-Barrett,Montserrat,CONCACAF,DEF,1,2,0,0,0,0,0,0
Nathan Pond,Montserrat,CONCACAF,DEF,2,5,0,0,0,0,0,0
Joey Taylor,Montserrat,CONCACAF,DEF,2,5,0,0,0,0,0,0
Dean Mason,Montserrat,CONCACAF,MID,4,4,0,0,0,0,0,0
Brandon Comley,Montserrat,CONCACAF,MID,4,4,0,0,0,0,0,0
James Comley,Montserrat,CONCACAF,MID,6,10,0,0,0,0,0,0
Solomon Henry,Montserrat,CONCACAF,MID,6,10,0,0,0,0,0,0
Bradley Woods-Garness,Montserrat,CONCACAF,ATK,10,8,0,0,0,0,0,0
Spencer Weir-Daley,Montserrat,CONCACAF,ATK,10,8,0,0,0,0,0,0
Glenson Prince,Dominica,CONCACAF,GK,0,0,0,0,0,0,0,0
Euclid Bertrand,Dominica,CONCACAF,DEF,1,2,0,0,0,0,0,0
Kassim Peltier,Dominica,CONCACAF,DEF,1,2,0,0,0,0,0,0
